,Tag_Used,Year,Month,Tag_Count
814822,fluent-nhibernate,2013,8,4075
814823,fluent-nhibernate,2013,9,4138
814824,fluent-nhibernate,2013,10,4182
814825,fluent-nhibernate,2013,11,4220
814826,fluent-nhibernate,2013,12,4266
814827,fluent-nhibernate,2014,1,4325
814828,fluent-nhibernate,2014,2,4358
814829,fluent-nhibernate,2014,3,4397
814830,fluent-nhibernate,2014,4,4428
814831,fluent-nhibernate,2014,5,4457
814832,fluent-nhibernate,2014,6,4491
814833,fluent-nhibernate,2014,7,4525
814834,fluent-nhibernate,2014,8,4557
814835,fluent-nhibernate,2014,9,4589
814836,fluent-nhibernate,2014,10,4615
814837,fluent-nhibernate,2014,11,4638
814838,fluent-nhibernate,2014,12,4664
814839,fluent-nhibernate,2015,1,4685
814840,fluent-nhibernate,2015,2,4707
814841,fluent-nhibernate,2015,3,4739
814842,fluent-nhibernate,2015,4,4774
814843,fluent-nhibernate,2015,5,4809
814844,fluent-nhibernate,2015,6,4840
814845,fluent-nhibernate,2015,7,4863
814846,fluent-nhibernate,2015,8,4885
814847,fluent-nhibernate,2015,9,4911
814848,fluent-nhibernate,2015,10,4935
814849,fluent-nhibernate,2015,11,4955
814850,fluent-nhibernate,2015,12,4970
814851,fluent-nhibernate,2016,1,4986
814852,fluent-nhibernate,2016,2,4999
814853,fluent-nhibernate,2016,3,5014
814854,fluent-nhibernate,2016,4,5029
814855,fluent-nhibernate,2016,5,5040
814856,fluent-nhibernate,2016,6,5054
814857,fluent-nhibernate,2016,7,5065
814858,fluent-nhibernate,2016,8,5085
814859,fluent-nhibernate,2016,9,5100
814860,fluent-nhibernate,2016,10,5116
814861,fluent-nhibernate,2016,11,5132
814862,fluent-nhibernate,2016,12,5142
814863,fluent-nhibernate,2017,1,5156
814864,fluent-nhibernate,2017,2,5171
814865,fluent-nhibernate,2017,3,5180
814866,fluent-nhibernate,2017,4,5187
814867,fluent-nhibernate,2017,5,5203
814868,fluent-nhibernate,2017,6,5216
814869,fluent-nhibernate,2017,7,5226
814870,fluent-nhibernate,2017,8,5234
814871,fluent-nhibernate,2017,9,5238
814872,fluent-nhibernate,2017,10,5246
814873,fluent-nhibernate,2017,11,5252
814874,fluent-nhibernate,2017,12,5258
814875,fluent-nhibernate,2018,1,5264
814876,fluent-nhibernate,2018,2,5272
814877,fluent-nhibernate,2018,3,5276
814878,fluent-nhibernate,2018,4,5280
814879,fluent-nhibernate,2018,5,5281
814880,fluent-nhibernate,2018,6,5284
814881,fluent-nhibernate,2018,7,5293
814882,fluent-nhibernate,2018,8,5300
814883,fluent-nhibernate,2018,9,5304
814884,fluent-nhibernate,2018,10,5308
814885,fluent-nhibernate,2018,11,5313
814886,fluent-nhibernate,2018,12,5319
814887,fluent-nhibernate,2019,1,5320
814888,fluent-nhibernate,2019,2,5326
814889,fluent-nhibernate,2019,3,5335
814890,fluent-nhibernate,2019,4,5340
814891,fluent-nhibernate,2019,5,5344
814892,fluent-nhibernate,2019,6,5348
814893,fluent-nhibernate,2019,7,5351
814894,fluent-nhibernate,2019,8,5357
814895,fluent-nhibernate,2019,9,5362
814896,fluent-nhibernate,2019,10,5367
814897,fluent-nhibernate,2019,11,5371
814898,fluent-nhibernate,2019,12,5374
814899,fluent-nhibernate,2020,1,5375
814900,fluent-nhibernate,2020,2,5379
814901,fluent-nhibernate,2020,3,5382
814902,fluent-nhibernate,2020,4,5388
814903,fluent-nhibernate,2020,5,5389
814904,fluent-nhibernate,2020,6,5395
814905,fluent-nhibernate,2020,7,5397
814906,fluent-nhibernate,2020,8,5401
814907,fluent-nhibernate,2020,9,5407
814908,fluent-nhibernate,2020,10,5410
814909,fluent-nhibernate,2020,11,5414
814910,fluent-nhibernate,2020,12,5418
814911,fluent-nhibernate,2021,1,5421
814912,fluent-nhibernate,2021,2,5431
816645,flutter,2012,11,2
816646,flutter,2013,9,3
816647,flutter,2013,10,4
816648,flutter,2014,2,5
816649,flutter,2014,3,6
816650,flutter,2014,6,7
816651,flutter,2014,8,8
816652,flutter,2014,10,9
816653,flutter,2015,4,10
816654,flutter,2015,11,14
816655,flutter,2015,12,15
816656,flutter,2016,2,16
816657,flutter,2016,6,17
816658,flutter,2016,7,18
816659,flutter,2016,9,19
816660,flutter,2016,11,23
816661,flutter,2016,12,41
816662,flutter,2017,1,63
816663,flutter,2017,2,75
816664,flutter,2017,3,90
816665,flutter,2017,4,115
816666,flutter,2017,5,209
816667,flutter,2017,6,300
816668,flutter,2017,7,383
816669,flutter,2017,8,474
816670,flutter,2017,9,551
816671,flutter,2017,10,646
816672,flutter,2017,11,734
816673,flutter,2017,12,818
816674,flutter,2018,1,906
816675,flutter,2018,2,1008
816676,flutter,2018,3,1464
816677,flutter,2018,4,1960
816678,flutter,2018,5,2585
816679,flutter,2018,6,3218
816680,flutter,2018,7,3941
816681,flutter,2018,8,4758
816682,flutter,2018,9,5561
816683,flutter,2018,10,6425
816684,flutter,2018,11,7207
816685,flutter,2018,12,8195
816686,flutter,2019,1,9547
816687,flutter,2019,2,10840
816688,flutter,2019,3,12271
816689,flutter,2019,4,13692
816690,flutter,2019,5,15267
816691,flutter,2019,6,16704
816692,flutter,2019,7,18445
816693,flutter,2019,8,20319
816694,flutter,2019,9,22160
816695,flutter,2019,10,24018
816696,flutter,2019,11,25888
816697,flutter,2019,12,28055
816698,flutter,2020,1,30387
816699,flutter,2020,2,32657
816700,flutter,2020,3,35642
816701,flutter,2020,4,39795
816702,flutter,2020,5,44319
816703,flutter,2020,6,48484
816704,flutter,2020,7,52404
816705,flutter,2020,8,56259
816706,flutter,2020,9,59859
816707,flutter,2020,10,63614
816708,flutter,2020,11,67131
816709,flutter,2020,12,70631
816710,flutter,2021,1,74404
816711,flutter,2021,2,78252
819896,focus,2009,1,5
819897,focus,2009,2,21
819898,focus,2009,3,36
819899,focus,2009,4,56
819900,focus,2009,5,84
819901,focus,2009,6,102
819902,focus,2009,7,132
819903,focus,2009,8,157
819904,focus,2009,9,189
819905,focus,2009,10,222
819906,focus,2009,11,243
819907,focus,2009,12,271
819908,focus,2010,1,302
819909,focus,2010,2,340
819910,focus,2010,3,381
819911,focus,2010,4,408
819912,focus,2010,5,449
819913,focus,2010,6,496
819914,focus,2010,7,542
819915,focus,2010,8,575
819916,focus,2010,9,609
819917,focus,2010,10,665
819918,focus,2010,11,709
819919,focus,2010,12,753
819920,focus,2011,1,810
819921,focus,2011,2,867
819922,focus,2011,3,943
819923,focus,2011,4,990
819924,focus,2011,5,1068
819925,focus,2011,6,1121
819926,focus,2011,7,1203
819927,focus,2011,8,1279
819928,focus,2011,9,1339
819929,focus,2011,10,1399
819930,focus,2011,11,1466
819931,focus,2011,12,1522
819932,focus,2012,1,1584
819933,focus,2012,2,1665
819934,focus,2012,3,1739
819935,focus,2012,4,1799
819936,focus,2012,5,1871
819937,focus,2012,6,1947
819938,focus,2012,7,2028
819939,focus,2012,8,2085
819940,focus,2012,9,2170
819941,focus,2012,10,2243
819942,focus,2012,11,2325
819943,focus,2012,12,2401
819944,focus,2013,1,2482
819945,focus,2013,2,2557
819946,focus,2013,3,2651
819947,focus,2013,4,2733
819948,focus,2013,5,2788
819949,focus,2013,6,2873
819950,focus,2013,7,2959
819951,focus,2013,8,3043
819952,focus,2013,9,3113
819953,focus,2013,10,3185
819954,focus,2013,11,3250
819955,focus,2013,12,3316
819956,focus,2014,1,3380
819957,focus,2014,2,3430
819958,focus,2014,3,3484
819959,focus,2014,4,3542
819960,focus,2014,5,3615
819961,focus,2014,6,3674
819962,focus,2014,7,3737
819963,focus,2014,8,3787
819964,focus,2014,9,3847
819965,focus,2014,10,3899
819966,focus,2014,11,3943
819967,focus,2014,12,3982
819968,focus,2015,1,4035
819969,focus,2015,2,4085
819970,focus,2015,3,4139
819971,focus,2015,4,4193
819972,focus,2015,5,4240
819973,focus,2015,6,4290
819974,focus,2015,7,4343
819975,focus,2015,8,4387
819976,focus,2015,9,4439
819977,focus,2015,10,4488
819978,focus,2015,11,4536
819979,focus,2015,12,4584
819980,focus,2016,1,4621
819981,focus,2016,2,4680
819982,focus,2016,3,4718
819983,focus,2016,4,4748
819984,focus,2016,5,4795
819985,focus,2016,6,4840
819986,focus,2016,7,4878
819987,focus,2016,8,4914
819988,focus,2016,9,4951
819989,focus,2016,10,4995
819990,focus,2016,11,5037
819991,focus,2016,12,5078
819992,focus,2017,1,5122
819993,focus,2017,2,5168
819994,focus,2017,3,5218
819995,focus,2017,4,5263
819996,focus,2017,5,5299
819997,focus,2017,6,5338
819998,focus,2017,7,5367
819999,focus,2017,8,5409
820000,focus,2017,9,5443
820001,focus,2017,10,5490
820002,focus,2017,11,5519
820003,focus,2017,12,5546
820004,focus,2018,1,5588
820005,focus,2018,2,5612
820006,focus,2018,3,5662
820007,focus,2018,4,5697
820008,focus,2018,5,5735
820009,focus,2018,6,5757
820010,focus,2018,7,5783
820011,focus,2018,8,5813
820012,focus,2018,9,5841
820013,focus,2018,10,5866
820014,focus,2018,11,5890
820015,focus,2018,12,5916
820016,focus,2019,1,5940
820017,focus,2019,2,5956
820018,focus,2019,3,5985
820019,focus,2019,4,6007
820020,focus,2019,5,6029
820021,focus,2019,6,6052
820022,focus,2019,7,6089
820023,focus,2019,8,6108
820024,focus,2019,9,6138
820025,focus,2019,10,6171
820026,focus,2019,11,6196
820027,focus,2019,12,6225
820028,focus,2020,1,6250
820029,focus,2020,2,6281
820030,focus,2020,3,6328
820031,focus,2020,4,6359
820032,focus,2020,5,6396
820033,focus,2020,6,6455
820034,focus,2020,7,6496
820035,focus,2020,8,6528
820036,focus,2020,9,6567
820037,focus,2020,10,6602
820038,focus,2020,11,6628
820039,focus,2020,12,6659
820040,focus,2021,1,6699
820041,focus,2021,2,6727
822637,fonts,2009,1,24
822638,fonts,2009,2,56
822639,fonts,2009,3,74
822640,fonts,2009,4,98
822641,fonts,2009,5,137
822642,fonts,2009,6,171
822643,fonts,2009,7,214
822644,fonts,2009,8,262
822645,fonts,2009,9,302
822646,fonts,2009,10,333
822647,fonts,2009,11,379
822648,fonts,2009,12,426
822649,fonts,2010,1,499
822650,fonts,2010,2,558
822651,fonts,2010,3,616
822652,fonts,2010,4,684
822653,fonts,2010,5,737
822654,fonts,2010,6,792
822655,fonts,2010,7,866
822656,fonts,2010,8,950
822657,fonts,2010,9,1026
822658,fonts,2010,10,1098
822659,fonts,2010,11,1169
822660,fonts,2010,12,1258
822661,fonts,2011,1,1352
822662,fonts,2011,2,1431
822663,fonts,2011,3,1527
822664,fonts,2011,4,1633
822665,fonts,2011,5,1749
822666,fonts,2011,6,1863
822667,fonts,2011,7,1950
822668,fonts,2011,8,2061
822669,fonts,2011,9,2165
822670,fonts,2011,10,2259
822671,fonts,2011,11,2370
822672,fonts,2011,12,2498
822673,fonts,2012,1,2622
822674,fonts,2012,2,2733
822675,fonts,2012,3,2874
822676,fonts,2012,4,3045
822677,fonts,2012,5,3194
822678,fonts,2012,6,3324
822679,fonts,2012,7,3461
822680,fonts,2012,8,3619
822681,fonts,2012,9,3764
822682,fonts,2012,10,3929
822683,fonts,2012,11,4106
822684,fonts,2012,12,4264
822685,fonts,2013,1,4457
822686,fonts,2013,2,4608
822687,fonts,2013,3,4804
822688,fonts,2013,4,4959
822689,fonts,2013,5,5139
822690,fonts,2013,6,5279
822691,fonts,2013,7,5450
822692,fonts,2013,8,5646
822693,fonts,2013,9,5835
822694,fonts,2013,10,6054
822695,fonts,2013,11,6269
822696,fonts,2013,12,6434
822697,fonts,2014,1,6671
822698,fonts,2014,2,6868
822699,fonts,2014,3,7119
822700,fonts,2014,4,7320
822701,fonts,2014,5,7489
822702,fonts,2014,6,7649
822703,fonts,2014,7,7848
822704,fonts,2014,8,8018
822705,fonts,2014,9,8208
822706,fonts,2014,10,8423
822707,fonts,2014,11,8632
822708,fonts,2014,12,8819
822709,fonts,2015,1,8984
822710,fonts,2015,2,9166
822711,fonts,2015,3,9359
822712,fonts,2015,4,9545
822713,fonts,2015,5,9782
822714,fonts,2015,6,10000
822715,fonts,2015,7,10213
822716,fonts,2015,8,10388
822717,fonts,2015,9,10582
822718,fonts,2015,10,10759
822719,fonts,2015,11,10903
822720,fonts,2015,12,11075
822721,fonts,2016,1,11260
822722,fonts,2016,2,11439
822723,fonts,2016,3,11610
822724,fonts,2016,4,11773
822725,fonts,2016,5,11926
822726,fonts,2016,6,12089
822727,fonts,2016,7,12250
822728,fonts,2016,8,12421
822729,fonts,2016,9,12584
822730,fonts,2016,10,12753
822731,fonts,2016,11,12907
822732,fonts,2016,12,13043
822733,fonts,2017,1,13199
822734,fonts,2017,2,13357
822735,fonts,2017,3,13548
822736,fonts,2017,4,13685
822737,fonts,2017,5,13816
822738,fonts,2017,6,13966
822739,fonts,2017,7,14112
822740,fonts,2017,8,14252
822741,fonts,2017,9,14395
822742,fonts,2017,10,14556
822743,fonts,2017,11,14687
822744,fonts,2017,12,14818
822745,fonts,2018,1,14927
822746,fonts,2018,2,15066
822747,fonts,2018,3,15182
822748,fonts,2018,4,15292
822749,fonts,2018,5,15399
822750,fonts,2018,6,15495
822751,fonts,2018,7,15603
822752,fonts,2018,8,15715
822753,fonts,2018,9,15808
822754,fonts,2018,10,15895
822755,fonts,2018,11,15985
822756,fonts,2018,12,16067
822757,fonts,2019,1,16165
822758,fonts,2019,2,16259
822759,fonts,2019,3,16352
822760,fonts,2019,4,16429
822761,fonts,2019,5,16513
822762,fonts,2019,6,16588
822763,fonts,2019,7,16693
822764,fonts,2019,8,16788
822765,fonts,2019,9,16894
822766,fonts,2019,10,16985
822767,fonts,2019,11,17077
822768,fonts,2019,12,17166
822769,fonts,2020,1,17279
822770,fonts,2020,2,17377
822771,fonts,2020,3,17510
822772,fonts,2020,4,17665
822773,fonts,2020,5,17804
822774,fonts,2020,6,17940
822775,fonts,2020,7,18080
822776,fonts,2020,8,18220
822777,fonts,2020,9,18324
822778,fonts,2020,10,18449
822779,fonts,2020,11,18551
822780,fonts,2020,12,18693
822781,fonts,2021,1,18822
822782,fonts,2021,2,18973
823615,for-loop,2009,1,12
823616,for-loop,2009,2,26
823617,for-loop,2009,3,44
823618,for-loop,2009,4,53
823619,for-loop,2009,5,70
823620,for-loop,2009,6,91
823621,for-loop,2009,7,114
823622,for-loop,2009,8,142
823623,for-loop,2009,9,154
823624,for-loop,2009,10,176
823625,for-loop,2009,11,204
823626,for-loop,2009,12,224
823627,for-loop,2010,1,258
823628,for-loop,2010,2,290
823629,for-loop,2010,3,337
823630,for-loop,2010,4,384
823631,for-loop,2010,5,420
823632,for-loop,2010,6,451
823633,for-loop,2010,7,492
823634,for-loop,2010,8,533
823635,for-loop,2010,9,574
823636,for-loop,2010,10,625
823637,for-loop,2010,11,673
823638,for-loop,2010,12,723
823639,for-loop,2011,1,804
823640,for-loop,2011,2,891
823641,for-loop,2011,3,1003
823642,for-loop,2011,4,1101
823643,for-loop,2011,5,1206
823644,for-loop,2011,6,1324
823645,for-loop,2011,7,1444
823646,for-loop,2011,8,1563
823647,for-loop,2011,9,1704
823648,for-loop,2011,10,1862
823649,for-loop,2011,11,2022
823650,for-loop,2011,12,2168
823651,for-loop,2012,1,2339
823652,for-loop,2012,2,2537
823653,for-loop,2012,3,2743
823654,for-loop,2012,4,2959
823655,for-loop,2012,5,3191
823656,for-loop,2012,6,3423
823657,for-loop,2012,7,3658
823658,for-loop,2012,8,3894
823659,for-loop,2012,9,4135
823660,for-loop,2012,10,4412
823661,for-loop,2012,11,4707
823662,for-loop,2012,12,4979
823663,for-loop,2013,1,5229
823664,for-loop,2013,2,5555
823665,for-loop,2013,3,5988
823666,for-loop,2013,4,6412
823667,for-loop,2013,5,6782
823668,for-loop,2013,6,7167
823669,for-loop,2013,7,7610
823670,for-loop,2013,8,8037
823671,for-loop,2013,9,8424
823672,for-loop,2013,10,8951
823673,for-loop,2013,11,9477
823674,for-loop,2013,12,9943
823675,for-loop,2014,1,10433
823676,for-loop,2014,2,10955
823677,for-loop,2014,3,11543
823678,for-loop,2014,4,12113
823679,for-loop,2014,5,12595
823680,for-loop,2014,6,12980
823681,for-loop,2014,7,13403
823682,for-loop,2014,8,13790
823683,for-loop,2014,9,14270
823684,for-loop,2014,10,14845
823685,for-loop,2014,11,15388
823686,for-loop,2014,12,15874
823687,for-loop,2015,1,16320
823688,for-loop,2015,2,16865
823689,for-loop,2015,3,17470
823690,for-loop,2015,4,18043
823691,for-loop,2015,5,18623
823692,for-loop,2015,6,19115
823693,for-loop,2015,7,19638
823694,for-loop,2015,8,20110
823695,for-loop,2015,9,20681
823696,for-loop,2015,10,21361
823697,for-loop,2015,11,21939
823698,for-loop,2015,12,22427
823699,for-loop,2016,1,22904
823700,for-loop,2016,2,23482
823701,for-loop,2016,3,24054
823702,for-loop,2016,4,24636
823703,for-loop,2016,5,25092
823704,for-loop,2016,6,25482
823705,for-loop,2016,7,25913
823706,for-loop,2016,8,26365
823707,for-loop,2016,9,26794
823708,for-loop,2016,10,27368
823709,for-loop,2016,11,27918
823710,for-loop,2016,12,28421
823711,for-loop,2017,1,28941
823712,for-loop,2017,2,29511
823713,for-loop,2017,3,30165
823714,for-loop,2017,4,30723
823715,for-loop,2017,5,31220
823716,for-loop,2017,6,31750
823717,for-loop,2017,7,32261
823718,for-loop,2017,8,32724
823719,for-loop,2017,9,33257
823720,for-loop,2017,10,33868
823721,for-loop,2017,11,34421
823722,for-loop,2017,12,34909
823723,for-loop,2018,1,35341
823724,for-loop,2018,2,35869
823725,for-loop,2018,3,36488
823726,for-loop,2018,4,37059
823727,for-loop,2018,5,37551
823728,for-loop,2018,6,38047
823729,for-loop,2018,7,38538
823730,for-loop,2018,8,39074
823731,for-loop,2018,9,39586
823732,for-loop,2018,10,40208
823733,for-loop,2018,11,40778
823734,for-loop,2018,12,41236
823735,for-loop,2019,1,41710
823736,for-loop,2019,2,42214
823737,for-loop,2019,3,42764
823738,for-loop,2019,4,43259
823739,for-loop,2019,5,43701
823740,for-loop,2019,6,44110
823741,for-loop,2019,7,44556
823742,for-loop,2019,8,45019
823743,for-loop,2019,9,45478
823744,for-loop,2019,10,46049
823745,for-loop,2019,11,46684
823746,for-loop,2019,12,47196
823747,for-loop,2020,1,47777
823748,for-loop,2020,2,48434
823749,for-loop,2020,3,49167
823750,for-loop,2020,4,50094
823751,for-loop,2020,5,50966
823752,for-loop,2020,6,51736
823753,for-loop,2020,7,52489
823754,for-loop,2020,8,53159
823755,for-loop,2020,9,53835
823756,for-loop,2020,10,54619
823757,for-loop,2020,11,55325
823758,for-loop,2020,12,55993
823759,for-loop,2021,1,56678
823760,for-loop,2021,2,57421
824661,foreach,2009,1,9
824662,foreach,2009,2,18
824663,foreach,2009,3,33
824664,foreach,2009,4,47
824665,foreach,2009,5,67
824666,foreach,2009,6,88
824667,foreach,2009,7,110
824668,foreach,2009,8,140
824669,foreach,2009,9,155
824670,foreach,2009,10,190
824671,foreach,2009,11,223
824672,foreach,2009,12,251
824673,foreach,2010,1,291
824674,foreach,2010,2,332
824675,foreach,2010,3,388
824676,foreach,2010,4,422
824677,foreach,2010,5,459
824678,foreach,2010,6,504
824679,foreach,2010,7,554
824680,foreach,2010,8,611
824681,foreach,2010,9,657
824682,foreach,2010,10,705
824683,foreach,2010,11,751
824684,foreach,2010,12,812
824685,foreach,2011,1,875
824686,foreach,2011,2,950
824687,foreach,2011,3,1037
824688,foreach,2011,4,1130
824689,foreach,2011,5,1217
824690,foreach,2011,6,1317
824691,foreach,2011,7,1439
824692,foreach,2011,8,1546
824693,foreach,2011,9,1638
824694,foreach,2011,10,1764
824695,foreach,2011,11,1890
824696,foreach,2011,12,2011
824697,foreach,2012,1,2121
824698,foreach,2012,2,2260
824699,foreach,2012,3,2400
824700,foreach,2012,4,2551
824701,foreach,2012,5,2689
824702,foreach,2012,6,2826
824703,foreach,2012,7,2978
824704,foreach,2012,8,3136
824705,foreach,2012,9,3283
824706,foreach,2012,10,3437
824707,foreach,2012,11,3617
824708,foreach,2012,12,3785
824709,foreach,2013,1,3955
824710,foreach,2013,2,4159
824711,foreach,2013,3,4397
824712,foreach,2013,4,4617
824713,foreach,2013,5,4863
824714,foreach,2013,6,5066
824715,foreach,2013,7,5328
824716,foreach,2013,8,5545
824717,foreach,2013,9,5737
824718,foreach,2013,10,5960
824719,foreach,2013,11,6171
824720,foreach,2013,12,6391
824721,foreach,2014,1,6664
824722,foreach,2014,2,6932
824723,foreach,2014,3,7191
824724,foreach,2014,4,7460
824725,foreach,2014,5,7679
824726,foreach,2014,6,7864
824727,foreach,2014,7,8099
824728,foreach,2014,8,8319
824729,foreach,2014,9,8533
824730,foreach,2014,10,8726
824731,foreach,2014,11,8906
824732,foreach,2014,12,9072
824733,foreach,2015,1,9278
824734,foreach,2015,2,9455
824735,foreach,2015,3,9675
824736,foreach,2015,4,9918
824737,foreach,2015,5,10153
824738,foreach,2015,6,10365
824739,foreach,2015,7,10614
824740,foreach,2015,8,10835
824741,foreach,2015,9,11067
824742,foreach,2015,10,11288
824743,foreach,2015,11,11491
824744,foreach,2015,12,11693
824745,foreach,2016,1,11903
824746,foreach,2016,2,12139
824747,foreach,2016,3,12383
824748,foreach,2016,4,12606
824749,foreach,2016,5,12791
824750,foreach,2016,6,13005
824751,foreach,2016,7,13225
824752,foreach,2016,8,13417
824753,foreach,2016,9,13614
824754,foreach,2016,10,13826
824755,foreach,2016,11,14040
824756,foreach,2016,12,14214
824757,foreach,2017,1,14441
824758,foreach,2017,2,14632
824759,foreach,2017,3,14828
824760,foreach,2017,4,15039
824761,foreach,2017,5,15238
824762,foreach,2017,6,15444
824763,foreach,2017,7,15650
824764,foreach,2017,8,15857
824765,foreach,2017,9,16043
824766,foreach,2017,10,16261
824767,foreach,2017,11,16478
824768,foreach,2017,12,16639
824769,foreach,2018,1,16827
824770,foreach,2018,2,16988
824771,foreach,2018,3,17180
824772,foreach,2018,4,17348
824773,foreach,2018,5,17509
824774,foreach,2018,6,17675
824775,foreach,2018,7,17840
824776,foreach,2018,8,18022
824777,foreach,2018,9,18175
824778,foreach,2018,10,18360
824779,foreach,2018,11,18494
824780,foreach,2018,12,18642
824781,foreach,2019,1,18778
824782,foreach,2019,2,18933
824783,foreach,2019,3,19109
824784,foreach,2019,4,19239
824785,foreach,2019,5,19379
824786,foreach,2019,6,19499
824787,foreach,2019,7,19640
824788,foreach,2019,8,19746
824789,foreach,2019,9,19877
824790,foreach,2019,10,20021
824791,foreach,2019,11,20170
824792,foreach,2019,12,20321
824793,foreach,2020,1,20466
824794,foreach,2020,2,20626
824795,foreach,2020,3,20805
824796,foreach,2020,4,21013
824797,foreach,2020,5,21235
824798,foreach,2020,6,21415
824799,foreach,2020,7,21603
824800,foreach,2020,8,21778
824801,foreach,2020,9,21935
824802,foreach,2020,10,22091
824803,foreach,2020,11,22231
824804,foreach,2020,12,22387
824805,foreach,2021,1,22534
824806,foreach,2021,2,22690
825549,foreign-keys,2009,1,18
825550,foreign-keys,2009,2,26
825551,foreign-keys,2009,3,41
825552,foreign-keys,2009,4,53
825553,foreign-keys,2009,5,73
825554,foreign-keys,2009,6,96
825555,foreign-keys,2009,7,124
825556,foreign-keys,2009,8,156
825557,foreign-keys,2009,9,178
825558,foreign-keys,2009,10,203
825559,foreign-keys,2009,11,232
825560,foreign-keys,2009,12,253
825561,foreign-keys,2010,1,286
825562,foreign-keys,2010,2,338
825563,foreign-keys,2010,3,386
825564,foreign-keys,2010,4,428
825565,foreign-keys,2010,5,473
825566,foreign-keys,2010,6,504
825567,foreign-keys,2010,7,536
825568,foreign-keys,2010,8,590
825569,foreign-keys,2010,9,633
825570,foreign-keys,2010,10,671
825571,foreign-keys,2010,11,710
825572,foreign-keys,2010,12,746
825573,foreign-keys,2011,1,784
825574,foreign-keys,2011,2,833
825575,foreign-keys,2011,3,909
825576,foreign-keys,2011,4,976
825577,foreign-keys,2011,5,1027
825578,foreign-keys,2011,6,1094
825579,foreign-keys,2011,7,1159
825580,foreign-keys,2011,8,1226
825581,foreign-keys,2011,9,1289
825582,foreign-keys,2011,10,1342
825583,foreign-keys,2011,11,1403
825584,foreign-keys,2011,12,1468
825585,foreign-keys,2012,1,1544
825586,foreign-keys,2012,2,1620
825587,foreign-keys,2012,3,1700
825588,foreign-keys,2012,4,1780
825589,foreign-keys,2012,5,1845
825590,foreign-keys,2012,6,1918
825591,foreign-keys,2012,7,1993
825592,foreign-keys,2012,8,2079
825593,foreign-keys,2012,9,2158
825594,foreign-keys,2012,10,2249
825595,foreign-keys,2012,11,2342
825596,foreign-keys,2012,12,2420
825597,foreign-keys,2013,1,2525
825598,foreign-keys,2013,2,2627
825599,foreign-keys,2013,3,2738
825600,foreign-keys,2013,4,2854
825601,foreign-keys,2013,5,2947
825602,foreign-keys,2013,6,3039
825603,foreign-keys,2013,7,3128
825604,foreign-keys,2013,8,3229
825605,foreign-keys,2013,9,3303
825606,foreign-keys,2013,10,3385
825607,foreign-keys,2013,11,3462
825608,foreign-keys,2013,12,3548
825609,foreign-keys,2014,1,3625
825610,foreign-keys,2014,2,3721
825611,foreign-keys,2014,3,3790
825612,foreign-keys,2014,4,3879
825613,foreign-keys,2014,5,3948
825614,foreign-keys,2014,6,4005
825615,foreign-keys,2014,7,4097
825616,foreign-keys,2014,8,4147
825617,foreign-keys,2014,9,4199
825618,foreign-keys,2014,10,4277
825619,foreign-keys,2014,11,4347
825620,foreign-keys,2014,12,4407
825621,foreign-keys,2015,1,4489
825622,foreign-keys,2015,2,4561
825623,foreign-keys,2015,3,4658
825624,foreign-keys,2015,4,4758
825625,foreign-keys,2015,5,4840
825626,foreign-keys,2015,6,4908
825627,foreign-keys,2015,7,4971
825628,foreign-keys,2015,8,5040
825629,foreign-keys,2015,9,5113
825630,foreign-keys,2015,10,5190
825631,foreign-keys,2015,11,5266
825632,foreign-keys,2015,12,5348
825633,foreign-keys,2016,1,5418
825634,foreign-keys,2016,2,5514
825635,foreign-keys,2016,3,5624
825636,foreign-keys,2016,4,5705
825637,foreign-keys,2016,5,5771
825638,foreign-keys,2016,6,5842
825639,foreign-keys,2016,7,5911
825640,foreign-keys,2016,8,6000
825641,foreign-keys,2016,9,6063
825642,foreign-keys,2016,10,6130
825643,foreign-keys,2016,11,6200
825644,foreign-keys,2016,12,6272
825645,foreign-keys,2017,1,6358
825646,foreign-keys,2017,2,6431
825647,foreign-keys,2017,3,6522
825648,foreign-keys,2017,4,6594
825649,foreign-keys,2017,5,6667
825650,foreign-keys,2017,6,6719
825651,foreign-keys,2017,7,6795
825652,foreign-keys,2017,8,6862
825653,foreign-keys,2017,9,6937
825654,foreign-keys,2017,10,7018
825655,foreign-keys,2017,11,7110
825656,foreign-keys,2017,12,7176
825657,foreign-keys,2018,1,7254
825658,foreign-keys,2018,2,7326
825659,foreign-keys,2018,3,7403
825660,foreign-keys,2018,4,7488
825661,foreign-keys,2018,5,7574
825662,foreign-keys,2018,6,7653
825663,foreign-keys,2018,7,7713
825664,foreign-keys,2018,8,7783
825665,foreign-keys,2018,9,7843
825666,foreign-keys,2018,10,7902
825667,foreign-keys,2018,11,7968
825668,foreign-keys,2018,12,8031
825669,foreign-keys,2019,1,8116
825670,foreign-keys,2019,2,8188
825671,foreign-keys,2019,3,8282
825672,foreign-keys,2019,4,8360
825673,foreign-keys,2019,5,8440
825674,foreign-keys,2019,6,8487
825675,foreign-keys,2019,7,8553
825676,foreign-keys,2019,8,8606
825677,foreign-keys,2019,9,8663
825678,foreign-keys,2019,10,8722
825679,foreign-keys,2019,11,8809
825680,foreign-keys,2019,12,8876
825681,foreign-keys,2020,1,8978
825682,foreign-keys,2020,2,9048
825683,foreign-keys,2020,3,9137
825684,foreign-keys,2020,4,9238
